廠牌,型號,上市日期,建議售價,目前售價,主要系統,4G,5G,雙卡雙待,CA,CA功能,作業系統,處理器,處理器核心,RAM,ROM,顏色,尺寸,重量,SIM,eSIM,電池,快速充電,快充技術,無線充電,防水防塵,主螢幕,副螢幕,HDR,螢幕技術,鏡頭,閃光燈,錄影解析度,攝錄功能,鏡頭,閃光燈,3.5mm耳機孔,立體聲雙喇叭,FM 收音機,影音功能,WiFi,藍牙,GPS,NFC,USB,USB介面,記憶卡,記憶卡槽,更多功能,指紋辨識(按鍵),螢幕指紋辨識,3D臉部辨識,感應器,更多功能
LG,P713 Optimus L7 II,2012-04-05,"$7,990",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 4.1,,雙核心,768,4GB,黑、白,121.5 x 66.6 x 9.7 (mm),-,-,無,2460 mAh (未知),未提供,未提供,未提供,無,IPS TFT、4.3 吋、480 x 800 pixel,X,-,未提供,,有,720P,未提供,,無,無,無,未提供,未提供,802.11n,v3.0,有,無,2.0,-,無,N/A,未提供,未提供,無,無,未提供,未提供
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,P7200,2006-01-13,"$18,800",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,銀、黑,96 x 50 x 17 (mm),105 (g),-,無,800 mAh (可換式),未提供,未提供,未提供,無,TFT、2.0 吋、176 x 220 pixel,TFT、1.0 吋、96 x 96 pixel,-,未提供,,有,-,自動對焦、8 段數位變焦,,無,無,無,無,未提供,-,有,無,無,-,-,T-Flash,N/A,未提供,未提供,無,無,未提供,未提供
LG,P768 Optimus L9,2012-11-20,"$12,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 4.0,,雙核心,1GB,4GB,白、黑,131.9 x 68.2 x 9.1 (mm),125 (g),-,無,2150 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4.7 吋、540 x 960 pixel,X,-,未提供,,有,1080p,"自動/手動對焦、白平衡、ISO調整、色彩效果、連拍、全景拍攝、計時器、自動檢視、標籤地點、情境模式(人像,自然風景,運動,夜景,黃昏) 、標籤地點",,無,有,無,有,未提供,802.11n,有,有,無,2.0,-,microSD,N/A,未提供,未提供,無,無,未提供,未提供
LG,P880 Optimus 4X HD,2012-07-05,"$18,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 4.0,,四核心,1GB,16GB,黑、白,132.4 x 68.1 x 8.9 (mm),133 (g),-,無,2150 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4.7 吋、1280 x 720 pixel,X,-,未提供,,有,1080p / 60fps,零失誤時光記憶快門、照片編輯、SCN 場景、微距,,無,有,無,有,未提供,802.11n,v4.0,有,有,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,True HD IPS 螢幕技術、子母畫面雙影片播放
LG,P895 Optimus Vu,2012-11-01,"$20,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 4.0,,四核心,1GB,32GB,黑、白,139.6 x 90.4 x 8.5 (mm),168 (g),-,無,2080 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、5 吋、1024 x 768 pixel,X,-,未提供,,有,1080p,連拍、全景、HDR,,無,有,無,有,未提供,802.11n,v4.0,有,有,2.0,-,無,N/A,未提供,未提供,無,無,未提供,QuickMemo
LG,P920 Optimus 3D,2011-08-15,"$19,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 2.2,,雙核心,512MB,8GB,黑,128.8 x 68 x 11.9 (mm),168 (g),-,無,1500 mAh (可換式),未提供,未提供,未提供,無,TFT、4.3 吋、480 x 800 pixel,X,-,未提供,,有,1920 x 1080 Full HD 24fps，720p 30fps,3D 立體相片拍攝、臉部追蹤、連續對焦、自動場景辨識、連拍、位置標記、計時器、副相機自拍,,無,有,無,有,未提供,802.11n,v3.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,裸視 3D 螢幕、3D 相片拍攝、DLNA
LG,P940 Prada 3.0,2012-02-04,"$22,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 2.3,,雙核心,1GB,8GB,黑,127.5 x 69 x 8.5 (mm),138 (g),-,無,1540 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4.3 吋、480 x 800 pixel,X,-,未提供,,有,1920 x 1080 Full HD,自動/手動對焦、白平衡、ISO調整、色彩效果、連拍、全景拍攝、計時器、情境模式、標籤地點,,無,有,無,有,未提供,802.11n,v3.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,Prada UI、Nova Plus 800 nits 高亮度螢幕
LG,P970 Optimus Black,2011-05-01,"$15,990",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 2.2,,單核心,512MB,2GB,黑、白、粉紅,122 x 64 x 9.2 (mm),109 (g),-,無,1500 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4 吋、480 x 800 pixel,X,-,未提供,,有,未提供,4X 數位變焦、6 連拍、定時自拍、臉部辨識、美顏效果、微笑快門、藝術照、散景拍攝、超廣角拍攝、拼接拍攝、卡通拍攝、防手震模式,,無,有,無,有,未提供,-,有,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,Wi-Fi Direct 無線傳輸、NOVA 高亮度省電顯示技術、杜比音效技術
LG,P990 Optimus 2X,2011-03-31,"$18,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Android 2.2,,雙核心,512MB,8GB,黑、白,123.9 x 63.2 x 10.9 (mm),139 (g),-,無,1500 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4 吋、480 x 800 pixel,X,-,未提供,,有,1920 x 1080 Full HD，24fps / 720p 30fps,SCN 場景、美顏、臉部追蹤、ISO800、散景、連拍、微笑快門、藝術照、超廣角,,無,有,有,有,未提供,802.11n,v2.1,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,雙核處理器、3D 加速晶片、HDMI、DLNA
LG,Q Stylus+,2018-08-14,"$12,900",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有,未提供,未提供,Android 8.1,,八核心,4GB,64GB,黑、藍、紫,160.15 x 77.75 x 8.4 (mm),172 (g),nanoSIM,無,3300 mAh (固定式),未提供,未提供,無,IP68,IPS TFT、6.2 吋、2160 x 1080 pixel,X,-,"18:9 FullVision 螢幕
389PPI",,有,1080p,支援 PDAF,,無,有,無,有,DTS:X 3D 環繞音效技術,802.11n,v4.2,有,有,3.0,-,microSD (最大2TB),N/A,未提供,有,無,無,加速器、距離感應器、光源感應器、電子指南針、陀螺儀、指紋感應器,"電容觸控筆
QLens
支援快充
MIL-STD 810G 軍規防摔"
LG,Q6,2017-10-02,"$7,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有,未提供,未提供,Android 7.1,,八核心,3GB,32GB,蜜光金、燦光銀、暮光黑,142.5 x 69.3 x 8.1 (mm),149 (g),nanoSIM,無,3000 mAh (固定式),未提供,未提供,無,無,IPS TFT、5.5 吋、2160 x 1080 pixel,X,-,442PPI,,有,1080p,"100 度廣角自拍相機
方形相機
錄影防震",,無,有,無,有,未提供,802.11n,v4.2,有,有,2.0,-,microSD (最大2TB),N/A,"USB Type-B 連接埠
4G+3G 雙卡雙待",無,無,無,未提供,"臉部辨識
獨立三卡槽"
LG,Q6+,已下市,未提供,已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,無,未提供,未提供,Android 7.1,,八核心,4GB,64GB,黑、銀、藍,142.5 x 69.3 x 8.1 (mm),149 (g),-,無,3000 mAh (固定式),未提供,未提供,無,無,IPS TFT、5.5 吋、2160 x 1080 pixel,X,-,442PPI,,有,1080p,"100 度廣角自拍相機
方形相機
錄影防震",,無,有,無,有,未提供,802.11n,v4.2,有,有,2.0,-,無,N/A,USB Type-B 連接埠,無,無,無,未提供,臉部辨識
LG,Q60,2019-07-01,"$4,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),2,未提供,Android 9.0,MTK P22,八核心,3GB,64GB,極光黑、摩洛哥藍,161.3 x 77 x 8.75 (mm),173 (g),nanoSIM,無,3500 mAh (固定式),未提供,未提供,無,無,TFT、6.26 吋、1520 x 720 pixel,X,無,未提供,"1600 萬畫素、AF
廣角鏡頭、f/2.0 光圈、76 度視野、PDAF
500 萬畫素
超廣角鏡頭、f/2.2 光圈、120 度視野
200 萬畫素
人像鏡頭、f/2.4 光圈、83度視野",有,FHD,"4X 數位變焦、30 連拍、GIF
自動/美食/閃爍跳格剪接/AI相機/肖像/Google Lens","1300 萬畫素
78 度視野、f2.0 光圈",無,有,無,有,未提供,802.11ac,v5.0,有,無,2.0,microUSB,microSD (最大2TB),N/A,未提供,有,無,無,"加速儀, 距離感測器, 電子羅盤, 環境光感應器",未提供
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,IPS TFT、5.5 吋、2160 x 1080 pixel,X,無,未提供,"1600 萬畫素、AF
77 度、F2.2、PDAF 自動對焦",有,1080p,自動 / 美食 / 匹配拍攝 / 拍攝指南 / Snap 拍攝 / 網格拍攝 / 全景拍攝 / 閃爍跳格剪接 / 肖像,"800 萬畫素
80 度,、F1.9",無,有,無,有,未提供,802.11n,v4.2,有,有,2.0,Type C,microSD (最大2TB),N/A,"2G： 850/900/1800/1900 MHz
3G： 850/900/1900/2100 MHz
LTE：700(B28) / 850(B5) / 900(B8) / 1800(B3) / 1900(B39) / 2100(B1) / 2300(B40) / 2600(B7) / 2600(B38) / 2600(B41)
4G+3G 雙卡雙待
GPS, A-GPS, GLONASS",有,無,無,"指紋辨識感應, 加速儀, 陀螺儀, 距離感測器, 電子羅盤 , 環境光感應器","專屬 BTS LOGO
獨家 BTS 照片與桌布
BTS Call 錄製真人語音訊息鈴聲
BTS Emoji"
LG,S1000,2005-09-06,"$7,990",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,風格黑、時尚銀,85 x 44.5 x 23 (mm),85 (g),-,無,700 mAh (可換式),未提供,未提供,未提供,無,CSTN、1.5 吋、128 x 160 pixel,X,-,未提供,,無,-,2 段數位變焦,,無,無,無,無,未提供,-,X,無,無,-,-,miniSD,N/A,未提供,未提供,無,無,未提供,未提供
LG,S5000,2005-12-08,"$8,800",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,黑,90 x 46.2 x 23 (mm),89 (g),-,無,1000 mAh (可換式),未提供,未提供,未提供,無,OLED、1.77 吋、128 x 160 pixel,OLED、1.04 吋、96 x 64 pixel,-,未提供,,有,-,11 倍數位變焦、5 階光源控制、3 色階背景、6 連拍、5 組趣味相框、來電大頭貼、2 段定時拍攝,,無,無,無,無,未提供,-,有,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
LG,S5200,2005-12-28,"$9,900",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,黑,93 x 46 x 21.6 (mm),95 (g),-,無,820 mAh (可換式),未提供,未提供,未提供,無,OLED、1.77 吋、128 x 160 pixel,X,-,未提供,,有,-,4 倍數位變焦、9 連拍,,無,無,無,無,未提供,-,有,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,Spirit LTE,2015-03-01,"$4,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800,無,無,未提供,未提供,Android 5.0,,四核心,1GB,8GB,鈦黑、鈦金,133.3 x 66.1 x 9.9 (mm),120 (g),microSIM,無,2100 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4.7 吋、1280 x 720 pixel,X,-,未提供,,有,Full HD,自拍感應手勢、補光模式、連拍功能、自動對焦、聲控拍照,,無,有,無,有,未提供,802.11n,v4.0,有,無,2.0,-,microSD (最大32GB),N/A,未提供,未提供,無,無,未提供,"Glance View 快速檢視
QuickMemo+ 全新進化好繪寫
3000R 微曲螢幕"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GPS、GLONASS、Wi-Fi Direct、DLNA、hotspot 熱點,無,無,無,未提供,未提供
LG,Stylus 2 Plus,2016-06-15,"$10,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有,未提供,未提供,Android 6.0,,八核心,3GB,32GB,鉑金棕/麥浪金/潑墨黑,155 x 79.6 x 7.4 (mm),146 (g),nanoSIM,無,3000 mAh (可換式),未提供,未提供,無,無,IPS TFT、5.7 吋、1920 x 1080 pixel,X,-,2.5mm 直徑筆尖觸控筆設計、創新觸控筆功能介面,,有,1080p@30fps,"自拍感應手勢
臉部偵測自拍
間隔拍攝
全景拍攝
聲控拍攝
自動對焦
快速共享",,無,有,無,未提供,未提供,802.11n,v4.1,有,無,2.0,-,microSDHC (最大2TB),N/A,A-GPS、GLONASS、Wi-Fi Direct、DLNA、hotspot 熱點,無,無,無,未提供,未提供
LG,Stylus 3,2017-04-05,"$7,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有,未提供,未提供,Android 7.0,,八核心,3GB,16GB,深邃銀,155.6 x 79.8 x 7.4 (mm),149 (g),nanoSIM,無,3200 mAh (可換式),未提供,未提供,無,無,IPS TFT、5.7 吋、1280 x 720 pixel,X,-,未提供,,有,1080p,自拍感應手勢 / 間隔拍攝 / 臉部偵測自拍 / 自拍補光燈 / 動態色調(HDR) / 全景拍攝 / 八種膠片效果 / 聲控拍攝 / 快速共享 / 連拍,,無,有,無,無,未提供,802.11n,v4.2,有,無,2.0,-,microSD (最大2TB),N/A,"4G+3G 雙卡雙待
2G： 850(B5)/900(B8)/1800(B3)/1900(B2) MHz
3G： 850(B5)/900(B8)/1900(B2)/2100(B1) MHz
4G LTE：700(B28)/850(B5)/900(B8)/1800(B3)/2100(B1)/2600(B7)/TD2300(B40)/TD2600(B38)
2CA：1800 + 850 (B3 + B5) / 1800 + 2600 (B3 + B7) / 1800NC + 1800NC (B3NC+B3NC) / 2600 + 700 (B7+B28) / 1800 + 900 (B3 + B8) / 1800 + 700 (B3+B28)",有,無,無,未提供,未提供
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,T5100,已下市,"$18,800",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,鐵灰,98 x 48 x 26 (mm),110 (g),-,無,950 mAh (可換式),未提供,未提供,未提供,無,TFT、2 吋、176 x 220 pixel,TFT、96 x 96 pixel,-,未提供,,有,-,4 倍數位變焦、5 組影像特效、6 階光源控制,,無,無,無,無,未提供,-,X,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,多種單位轉換器
LG,U8150,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,-,銀,99.2 x 50 x 24.4 (mm),126 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,TFT、2.2 吋、176 x 220 pixel,CSTN、1.3 吋、88 x 110 pixel,-,未提供,,無,-,未提供,,無,無,無,未提供,未提供,-,X,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
LG,U8180F,2005-07-14,"$14,600",已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,-,黑、橘,95.7 x 49.5 x 24.5 (mm),126 (g),-,無,1400 mAh (可換式),未提供,未提供,未提供,無,TFT、2.2 吋、176 x 220 pixel,CSTN、1.3 吋、88 x 110 pixel,-,未提供,,有,-,2 段變焦、6 連拍、來電大頭貼,,無,無,無,無,未提供,-,X,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,-,2 段數碼變焦,,無,無,無,無,未提供,-,X,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
LG,U8360,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,-,銀,92.4 x 48.9 x 24.2 (mm),124 (g),-,無,1400 mAh (可換式),未提供,未提供,未提供,無,TFT、2 吋、220 x 176 pixel,TFT、96 x 96 pixel,-,未提供,,有,-,未提供,,無,無,無,無,未提供,-,有,無,無,-,-,microSD,N/A,未提供,未提供,無,無,未提供,計算機及單位轉換器；日曆，待辦事項及備忘錄；時間，世界時間及鬧鐘功能；Instant Viewer 飄移視窗
,,,,,,,,,,,,,單核心,-,-,銀,96 x 50 x 24 (mm),130 (g),-,無,未知,未提供,未提供,未提供,無,TFT、2.2 吋、220 x 176 pixel,TFT、160 x 128 pixel,-,未提供,,有,-,未提供,,無,無,有,無,未提供,-,有,無,無,-,-,T-Flash,N/A,未提供,未提供,無,無,未提供,計算機及單位轉換器；日曆， 待辦事項及備忘錄；時間，世界時間及鬧鐘功能
LG,U8500,已下市,"$10,880",已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,-,黑、粉紅,98.8 x 49 x 18.2 (mm),99 (g),-,無,1050 mAh (可換式),未提供,未提供,未提供,無,TFT、2.0 吋、176 x 220 pixel,TFT、96 x 96 pixel,-,未提供,,有,-,未提供,,無,無,無,無,未提供,-,X,無,無,-,-,microSD,N/A,未提供,未提供,無,無,未提供,未提供
LG,V10,2015-11-06,"$23,900",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600,無,有,未提供,未提供,Android 5.1,,六核心,4GB,64GB,堅毅黑、炫金白、湛海藍、雅致米、湖光藍,159.6 x 79.3 x 8.6 (mm),192 (g),nanoSIM,無,3000 mAh (可換式),未提供,未提供,無,無,IPS TFT、5.7 吋、2560 x 1440 pixel,X,-,"主螢幕 IPS Quantum 技術
副螢幕 2.1 吋 1040 x 160 解析度，IPS Quantum 技術",,有,4K,"主相機 f/1.8 大光圈
OIS 2.0 光學防手震
雷射對焦
色彩光譜感應器
手動模式 (拍照、錄影)
三組指向性麥克風 (錄影中可調整收音方向)
二組前置相機
80/120 度廣角自拍
Multi Mode 三鏡頭合拍技術",,無,有,無,未提供,32bit Hi-Fi DAC 電子處理器,802.11ac,v4.1,有,有,2.0,-,microSD (最大2TB),N/A,"[2G] - 850/900/1800/1900
[3G] - 850/900/1900/2100
[4G LTE] - FDD: 700(B28)/900(B8)/1800(B3)/2100(B1)/2600B7)、TDD: 1900(B39)/2300(B40)/2600(B38)/2600(B41)
Cat.6
VoLTE",有,無,無,未提供,"QC2.0 快速充電
指紋辨識器
Knock Code 觸控解鎖手勢"
LG,V20,2016-10-27,"$21,900",已下市,GSM/WCDMA,無,無,有,未提供,未提供,Android 7.0,,四核心,4GB,64GB,鈦黑色、銀色、粉色,159.7 x 78.1 x 7.6 (mm),174 (g),nanoSIM,無,3200 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、5.7 吋、2560 x 1440 pixel,IPS TFT、2.1 吋、160 x 1040 pixel,-,未提供,,有,2K,"雙主鏡頭（16MP F1.8 光圈 + 8MP F2.4 光圈)
雷射自動對焦、相位自動對焦
光學防震
前置鏡頭 F1.9 光圈",,無,有,有,有,未提供,802.11ac,v4.2,有,有,-,-,microSD (最大2TB),N/A,未提供,有,無,無,加速感應器、電子羅盤、陀螺儀、接近感應器、色譜,指紋辨識、Quick Charge 3.0、B&O 音效、內置 32-bit Hi-Fi Quad DAC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,V30S,2018-05-01,"$25,900",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),3,未提供,Android 8.0,Qualcomm S835 (MSM8998),八核心,6GB,128GB,未來灰,151.3 x 75.2x 7.39 (mm),158 (g),nanoSIM,無,3300 mAh (固定式),有,QC 3.0,有,IP68,OLED、6 吋、2880 x 1440 pixel,X,有,"538ppi
HDR10","1600 萬畫素、AF、OIS
標準鏡頭、71 度視角、F1.6
1300 萬畫素、AF
超廣角鏡頭、120 度視角、F1.9",有,4K,"AI CAM
QLens
Bright Mode
Cine Video專業電影模式","500 萬畫素
90 度視角、F2.2",無,有,無,未提供,"Google Daydream
32-bit Hi-Fi Quad DAC
HD高音質錄音",802.11ac,v5.0,有,有,3.1,Type C,microSD (最大2TB),N/A,未提供,有,無,無,未提供,"臉部辨識解鎖
QC3.0 快充
無線充電
MIL-STD 810G軍規"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,V40 ThinQ,2019-01-30,"$24,900",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),3,未提供,Android 8.1,Qualcomm S845,八核心,6GB,128GB,摩洛哥藍、鉑金灰,158.7 x 75.8 x 7.7 (mm),169 (g),nanoSIM,無,3300 mAh (固定式),有,QC 3.0,有,IP68,OLED、6.4 吋、3120 x 1440 pixel,X,有,"19.5:9 比例 FullVision Display
畫素密度 538ppi","1200 萬畫素、AF、OIS
廣角鏡頭、F1.5 光圈、 1.4μm、78 度視角
1600 萬畫素、AF
超廣角鏡頭、F1.9 光圈、107 度視角、
1200 萬畫素、AF
望遠鏡頭、F2.4 光圈、45 度視角",有,4K 60fps,"2X 光學變焦
Triple Shot：利用三鏡頭，以不同視角進行拍攝，以多
個角度與距離捕捉影像或製作短片。
Triple Preview：利用三鏡頭，即時比較多個角度與距離的影像，以便
選擇合適的拍攝角度。
Cine Shot：拍攝後，可選擇指定範圍呈現動態影像。
Custom Backdrop：讓用家按改變自拍照的背景顏色及效果。","800 萬畫素
廣角鏡頭、F1.9光圈、80 度視角
500 萬畫素
超廣角鏡頭、F2.2 光圈、90 度視角",無,有,有,有,"32-bit Hi-Fi Quad DAC
DTS:X 3D 環繞音效",802.11ac,v5.0,有,有,2.0,Type C,microSD (最大2TB),N/A,未提供,有,無,無,"加速器, 氣壓計, 距離感應器, Ambient Light Sensor, 電子指南針, 陀螺儀感應器, 指紋感應器",FM 收音機、臉部辨識、MIL-STD 810G 軍規認證
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,X Fast,2016-09-01,"$15,900",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有,未提供,未提供,Android 6.0,,六核心,3GB,32GB,幻翼白、狂影黑,149 x 76.4 x 8.9 (mm),155.7 (g),nanoSIM,無,3000 mAh (可換式),未提供,未提供,無,無,IPS TFT、5.5 吋、2560 x 1440 pixel,X,-,"538PPI
Quantum IPS 技術",,有,4K,"自拍感應手勢
間隔拍攝
自動拍攝（人臉偵測自拍）
手勢檢視
全景拍攝
慢動作
縮時攝影
膠片效果
聲控拍攝
穩定拍攝
快速共享",,無,有,無,無,未提供,802.11ac,v4.1,有,有,2.0,-,microSD (最大2TB),N/A,"FDD LTE: bands 1,2,3,4,5,7,8,12,17,20,28
TDD LTE: bands 38,39,40,41 (2555-2655MHz)
LTE Cat. 9
2CA: B7+B28 / B3+B7 / B3+B28 / B3NC+B3NC / B7NC+B7NC / B3+B8
3CA: B3+B7+B8 / B3+B7+B28",有,無,無,未提供,QC2.0 快充
LG,X Power,2016-09-15,"$5,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有,未提供,未提供,Android 6.0,,四核心,2GB,16GB,幻翼白、沙暴金、馳電藍,148.9 x 74.9 x 7.9 (mm),139 (g),nanoSIM,無,4100 mAh (固定式),未提供,未提供,無,無,IPS TFT、5.3 吋、1280 x 720 pixel,X,-,未提供,,有,1080p,"自拍感應手勢
間隔拍攝
臉部偵測自拍
全景拍攝
膠片效果
聲控拍攝
快速共享",,無,有,無,無,未提供,802.11n,v4.2,有,無,2.0,-,microSD (最大2TB),N/A,4G：700/850/900/1800/2100/2600/B38/B40,無,無,無,未提供,MTK Pump Express 快充技術
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG,X Style,2016-12-01,"$4,490",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600,無,無,未提供,未提供,Android 6.0,,四核心,1.5GB,16GB,靜夜黑、晨光白、超曦金,144.8 x 71.4 x 6.9 (mm),121 (g),nanoSIM,無,2100 mAh (可換式),未提供,未提供,無,無,TFT、5 吋、1280 x 720 pixel,X,-,未提供,,有,-,自拍感應手勢 / 間隔拍攝 /臉部偵測自拍/全景拍攝/膠片效果/聲控拍攝/快速共享/ 螢幕比例(1:1 & 16:9 & 4:3) / 錄影:HD / 快速分享按鈕 / 新增位置標籤(相片&影片),,無,有,無,未提供,未提供,802.11n,v4.1,有,有,2.0,-,microSD (最大32GB),N/A,"2G：GSM / 850(B5) / 900(B8) / 1800(B3) / 1900(B2)
3G：HSPA+42Mbps / 2100(B1) / 850(B5) / 900(B8)
LTE：2100(B1) / 1800(B3) / 2600(B7) / 900(B8) / 700(B28)",無,無,無,未提供,LG Backup備份功能
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,未提供,802.11n,v4.1,有,有,2.0,-,microSD (最大128GB),N/A,"GSM : 850/900/1800/1900MHz
WCDMA : 850/1900/2100MHz
LTE : 700/850/900/1800/2100/2600MHz
DLNA",未提供,無,無,未提供,Knock Code 喚機解鎖觸控手勢
LG,G Tablet 10.1,2014-07-15,"$8,990",已下市,X,無,-,-,-,-,Android 4.4,Qualcomm Snapdragon 400 1.2GHz,,16GB,,260.9 x 165.9 x 8.9 (mm),523 (g),-,-,8000 (mAh),-,-,-,-,10.1 吋 1280 x 800 pixel,1280 x 800,,無,,,,,-,標準模式、全景拍攝、補光模式(前鏡頭)、輕點即拍、起司快門、自拍感應手勢,,,有,有,-,-,802.11n,v4.0,有,-,2.0,-,microSD (最大32GB),N/A,-,,X,X,無,"紅外線遙控
QPair2.0 全新同步Q連線
智慧鍵盤
智慧清理大師
雙視窗多工瀏覽
螢幕快照
大量剪貼"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
